,league_code,date,home_team,away_team,home_goals,away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,ft_result_raw,home_points,away_points,goal_diff,goals_total,ht_result_raw,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts,season_file,time
147,P1,2018-01-07,Porto,Guimaraes,4,2,H,0,1,A,14,4,8,2,5,3,13,16,0,3,0,0,,6,H,3,0,2,6,A,-1,1,0,30,cleanP1_1718,
145,P1,2018-01-07,Chaves,Aves,1,1,D,0,1,A,9,8,5,5,9,0,14,17,1,3,0,0,,6,D,1,1,0,2,A,-1,1,10,30,cleanP1_1718,
146,P1,2018-01-07,Moreirense,Benfica,0,2,A,0,1,A,5,13,2,11,2,10,17,7,1,0,0,0,,6,A,0,3,-2,2,A,-1,1,10,0,cleanP1_1718,
148,P1,2018-01-07,Sp Lisbon,Maritimo,5,0,H,1,0,H,13,6,6,2,7,5,13,15,0,1,0,0,,6,H,3,0,5,5,H,1,1,0,10,cleanP1_1718,
149,P1,2018-01-08,Estoril,Feirense,0,2,A,0,1,A,6,2,1,2,5,4,19,24,2,4,0,0,,0,A,0,3,-2,2,A,-1,1,20,40,cleanP1_1718,
150,P1,2018-01-08,Pacos Ferreira,Portimonense,1,1,D,0,0,D,11,7,5,5,10,3,16,13,2,5,0,1,,0,D,1,1,0,2,D,0,0,20,75,cleanP1_1718,
152,P1,2018-01-09,Tondela,Setubal,1,1,D,1,1,D,11,5,2,2,4,7,17,16,1,2,0,0,,1,D,1,1,0,2,D,0,2,10,20,cleanP1_1718,
151,P1,2018-01-09,Belenenses,Boavista,1,1,D,1,0,H,7,6,4,4,5,4,16,13,1,3,0,0,,1,D,1,1,0,2,H,1,1,10,30,cleanP1_1718,
153,P1,2018-01-12,Chaves,Guimaraes,4,3,H,3,3,D,19,10,8,7,5,2,9,11,1,3,0,0,,4,H,3,0,1,7,D,0,6,10,30,cleanP1_1718,
154,P1,2018-01-13,Pacos Ferreira,Maritimo,0,0,D,0,0,D,9,3,1,2,8,1,13,9,1,2,0,0,,5,D,1,1,0,0,D,0,0,10,20,cleanP1_1718,
155,P1,2018-01-13,Sp Braga,Benfica,1,3,A,0,1,A,9,10,5,7,4,2,14,13,2,3,0,0,,5,A,0,3,-2,4,A,-1,1,20,30,cleanP1_1718,
156,P1,2018-01-14,Belenenses,Rio Ave,1,2,A,0,1,A,8,6,6,4,3,5,22,15,6,4,1,0,,6,A,0,3,-1,3,A,-1,1,85,40,cleanP1_1718,
157,P1,2018-01-14,Boavista,Portimonense,2,0,H,2,0,H,11,10,6,5,4,6,21,14,4,2,0,2,,6,H,3,0,2,2,H,2,2,40,70,cleanP1_1718,
158,P1,2018-01-14,Sp Lisbon,Aves,3,0,H,1,0,H,11,6,5,3,4,7,14,15,0,0,0,0,,6,H,3,0,3,3,H,1,1,0,0,cleanP1_1718,
159,P1,2018-01-14,Tondela,Feirense,3,1,H,0,0,D,11,8,6,4,4,9,19,13,5,4,0,1,,6,H,3,0,2,4,D,0,0,50,65,cleanP1_1718,
160,P1,2018-01-15,Moreirense,Setubal,2,2,D,1,2,A,9,5,6,3,7,2,24,27,2,6,0,0,,0,D,1,1,0,4,A,-1,3,20,60,cleanP1_1718,
162,P1,2018-01-19,Setubal,Sp Lisbon,1,1,D,0,1,A,3,10,1,2,0,8,16,17,4,3,0,0,,4,D,1,1,0,2,A,-1,1,40,30,cleanP1_1718,
161,P1,2018-01-19,Porto,Tondela,1,0,H,1,0,H,17,2,10,0,12,7,13,14,0,1,0,0,,4,H,3,0,1,1,H,1,1,0,10,cleanP1_1718,
163,P1,2018-01-20,Benfica,Chaves,3,0,H,2,0,H,11,6,8,1,8,2,14,10,0,0,0,0,,5,H,3,0,3,3,H,2,2,0,0,cleanP1_1718,
164,P1,2018-01-20,Maritimo,Belenenses,0,0,D,0,0,D,3,10,1,3,2,4,23,20,1,5,0,1,,5,D,1,1,0,0,D,0,0,10,75,cleanP1_1718,
165,P1,2018-01-20,Portimonense,Sp Braga,1,2,A,0,2,A,11,4,4,2,6,2,22,18,1,4,0,0,,5,A,0,3,-1,3,A,-2,2,10,40,cleanP1_1718,
166,P1,2018-01-21,Aves,Pacos Ferreira,0,2,A,0,1,A,10,8,4,5,12,7,17,26,3,5,0,0,,6,A,0,3,-2,2,A,-1,1,30,50,cleanP1_1718,
167,P1,2018-01-21,Feirense,Moreirense,1,0,H,1,0,H,1,9,1,4,2,6,16,19,3,4,0,0,,6,H,3,0,1,1,H,1,1,30,40,cleanP1_1718,
168,P1,2018-01-21,Guimaraes,Estoril,3,1,H,1,1,D,13,13,7,5,10,3,21,14,4,2,0,1,,6,H,3,0,2,4,D,0,2,40,45,cleanP1_1718,
169,P1,2018-01-21,Rio Ave,Boavista,2,0,H,1,0,H,12,7,9,3,3,7,14,16,2,3,0,0,,6,H,3,0,2,2,H,1,1,20,30,cleanP1_1718,
172,P1,2018-01-29,Portimonense,Rio Ave,4,1,H,3,0,H,10,5,7,1,1,3,25,10,3,4,0,0,,0,H,3,0,3,5,H,3,3,30,40,cleanP1_1718,
170,P1,2018-01-29,Belenenses,Benfica,1,1,D,0,0,D,5,6,2,2,7,6,15,12,3,1,0,0,,0,D,1,1,0,2,D,0,0,30,10,cleanP1_1718,
171,P1,2018-01-29,Pacos Ferreira,Feirense,2,1,H,1,1,D,8,6,3,5,6,6,18,20,0,2,0,0,,0,H,3,0,1,3,D,0,2,0,20,cleanP1_1718,
173,P1,2018-01-30,Estoril,Tondela,3,0,H,2,0,H,10,6,4,2,1,4,18,18,0,0,0,0,,1,H,3,0,3,3,H,2,2,0,0,cleanP1_1718,
174,P1,2018-01-30,Moreirense,Porto,0,0,D,0,0,D,1,12,0,2,2,4,20,11,4,1,1,0,,1,D,1,1,0,0,D,0,0,65,10,cleanP1_1718,
175,P1,2018-01-30,Sp Braga,Aves,2,0,H,1,0,H,15,6,8,2,4,6,21,18,0,1,0,0,,1,H,3,0,2,2,H,1,1,0,10,cleanP1_1718,
176,P1,2018-01-31,Boavista,Maritimo,2,1,H,1,1,D,12,6,8,2,2,3,13,21,1,2,0,0,,2,H,3,0,1,3,D,0,2,10,20,cleanP1_1718,
177,P1,2018-01-31,Chaves,Setubal,2,2,D,1,1,D,7,8,5,5,4,8,14,22,1,2,0,0,,2,D,1,1,0,4,D,0,2,10,20,cleanP1_1718,
178,P1,2018-01-31,Sp Lisbon,Guimaraes,1,0,H,0,0,D,12,7,5,4,9,3,7,17,0,2,0,0,,2,H,3,0,1,1,D,0,0,0,20,cleanP1_1718,
180,P1,2018-02-03,Porto,Sp Braga,3,1,H,2,1,H,11,7,6,3,7,3,23,13,1,2,0,0,,5,H,3,0,2,4,H,1,3,10,20,cleanP1_1718,
179,P1,2018-02-03,Benfica,Rio Ave,5,1,H,0,1,A,13,2,8,1,10,3,13,12,1,2,0,0,,5,H,3,0,4,6,A,-1,1,10,20,cleanP1_1718,
181,P1,2018-02-04,Estoril,Sp Lisbon,2,0,H,2,0,H,13,11,6,7,10,16,18,11,0,3,0,0,,6,H,3,0,2,2,H,2,2,0,30,cleanP1_1718,
182,P1,2018-02-04,Feirense,Chaves,1,2,A,1,1,D,6,8,1,5,8,5,22,11,2,0,0,0,,6,A,0,3,-1,3,D,0,2,20,0,cleanP1_1718,
183,P1,2018-02-04,Guimaraes,Pacos Ferreira,3,2,H,2,1,H,8,5,4,1,6,4,14,16,2,2,0,0,,6,H,3,0,1,5,H,1,3,20,20,cleanP1_1718,
184,P1,2018-02-04,Tondela,Moreirense,1,2,A,1,1,D,12,7,6,5,7,4,13,17,1,1,0,0,,6,A,0,3,-1,3,D,0,2,10,10,cleanP1_1718,
185,P1,2018-02-05,Maritimo,Portimonense,0,3,A,0,3,A,9,8,2,3,7,1,18,18,4,1,0,0,,0,A,0,3,-3,3,A,-3,3,40,10,cleanP1_1718,
186,P1,2018-02-05,Setubal,Belenenses,3,0,H,1,0,H,11,4,4,2,3,7,18,12,0,3,0,0,,0,H,3,0,3,3,H,1,1,0,30,cleanP1_1718,
187,P1,2018-02-06,Aves,Boavista,3,0,H,2,0,H,14,3,7,1,5,5,21,13,4,5,0,0,,1,H,3,0,3,3,H,2,2,40,50,cleanP1_1718,
188,P1,2018-02-09,Pacos Ferreira,Tondela,0,2,A,0,2,A,7,6,2,3,2,7,15,16,4,2,1,1,,4,A,0,3,-2,2,A,-2,2,65,45,cleanP1_1718,
191,P1,2018-02-10,Sp Braga,Setubal,3,1,H,1,0,H,10,3,6,3,7,2,19,16,2,4,0,0,,5,H,3,0,2,4,H,1,1,20,40,cleanP1_1718,
189,P1,2018-02-10,Portimonense,Benfica,1,3,A,0,1,A,6,11,2,7,5,4,16,19,3,2,0,0,,5,A,0,3,-2,4,A,-1,1,30,20,cleanP1_1718,
190,P1,2018-02-10,Rio Ave,Maritimo,3,0,H,2,0,H,7,4,5,2,4,2,10,18,1,6,0,1,,5,H,3,0,3,3,H,2,2,10,85,cleanP1_1718,
192,P1,2018-02-11,Belenenses,Aves,2,5,A,1,4,A,9,6,3,4,4,5,7,16,0,3,0,0,,6,A,0,3,-3,7,A,-3,5,0,30,cleanP1_1718,
193,P1,2018-02-11,Boavista,Guimaraes,1,0,H,0,0,D,11,5,4,2,4,4,14,19,2,3,0,0,,6,H,3,0,1,1,D,0,0,20,30,cleanP1_1718,
194,P1,2018-02-11,Chaves,Porto,0,4,A,0,2,A,5,12,2,6,1,3,7,20,2,4,0,0,,6,A,0,3,-4,4,A,-2,2,20,40,cleanP1_1718,
195,P1,2018-02-11,Sp Lisbon,Feirense,2,0,H,0,0,D,17,5,10,1,15,5,11,22,4,7,0,0,,6,H,3,0,2,2,D,0,0,40,70,cleanP1_1718,
196,P1,2018-02-12,Moreirense,Estoril,1,2,A,1,0,H,7,7,2,4,1,3,20,4,3,2,0,0,,0,A,0,3,-1,3,H,1,1,30,20,cleanP1_1718,
197,P1,2018-02-16,Feirense,Portimonense,1,3,A,1,1,D,10,10,4,7,6,3,19,22,4,3,0,0,,4,A,0,3,-2,4,D,0,2,40,30,cleanP1_1718,
200,P1,2018-02-17,Estoril,Belenenses,0,2,A,0,1,A,10,8,3,4,6,4,11,12,1,0,1,0,,5,A,0,3,-2,2,A,-1,1,35,0,cleanP1_1718,
199,P1,2018-02-17,Benfica,Boavista,4,0,H,2,0,H,15,4,11,1,9,6,11,10,2,0,0,0,,5,H,3,0,4,4,H,2,2,20,0,cleanP1_1718,
198,P1,2018-02-17,Aves,Maritimo,0,0,D,0,0,D,7,4,3,1,6,5,13,20,2,4,0,0,,5,D,1,1,0,0,D,0,0,20,40,cleanP1_1718,
201,P1,2018-02-18,Guimaraes,Sp Braga,0,5,A,0,3,A,5,13,0,7,8,6,7,13,1,0,1,0,,6,A,0,3,-5,5,A,-3,3,35,0,cleanP1_1718,
202,P1,2018-02-18,Moreirense,Chaves,0,1,A,0,0,D,6,2,1,2,8,0,19,14,3,3,1,0,,6,A,0,3,-1,1,D,0,0,55,30,cleanP1_1718,
203,P1,2018-02-18,Porto,Rio Ave,5,0,H,3,0,H,12,5,7,4,9,4,25,12,2,2,0,0,,6,H,3,0,5,5,H,3,3,20,20,cleanP1_1718,
204,P1,2018-02-18,Setubal,Pacos Ferreira,1,0,H,0,0,D,8,11,2,2,2,3,20,25,2,3,0,0,,6,H,3,0,1,1,D,0,0,20,30,cleanP1_1718,
205,P1,2018-02-19,Tondela,Sp Lisbon,1,2,A,1,1,D,7,16,3,6,5,9,23,12,5,3,1,1,,0,A,0,3,-1,3,D,0,2,75,55,cleanP1_1718,
206,P1,2018-02-21,Estoril,Porto,1,3,A,1,0,H,11,24,3,13,3,7,27,19,3,3,0,0,,2,A,0,3,-2,4,H,1,1,30,30,cleanP1_1718,
207,P1,2018-02-23,Rio Ave,Aves,0,0,D,0,0,D,13,8,6,4,8,2,9,17,1,4,1,0,,4,D,1,1,0,0,D,0,0,35,40,cleanP1_1718,
210,P1,2018-02-24,Pacos Ferreira,Benfica,1,3,A,1,0,H,7,11,3,7,2,12,16,14,2,2,1,0,,5,A,0,3,-2,4,H,1,1,45,20,cleanP1_1718,
208,P1,2018-02-24,Belenenses,Feirense,1,0,H,0,0,D,7,3,4,1,9,2,23,13,1,1,0,0,,5,H,3,0,1,1,D,0,0,10,10,cleanP1_1718,
209,P1,2018-02-24,Maritimo,Guimaraes,3,2,H,3,1,H,7,4,4,2,6,1,20,13,1,3,0,0,,5,H,3,0,1,5,H,2,4,10,30,cleanP1_1718,
211,P1,2018-02-25,Boavista,Setubal,4,0,H,2,0,H,9,8,5,2,5,5,24,16,2,3,0,0,,6,H,3,0,4,4,H,2,2,20,30,cleanP1_1718,
212,P1,2018-02-25,Chaves,Estoril,2,0,H,1,0,H,6,12,4,3,7,10,12,13,2,3,0,0,,6,H,3,0,2,2,H,1,1,20,30,cleanP1_1718,
213,P1,2018-02-25,Portimonense,Porto,1,5,A,0,3,A,9,7,5,6,1,4,23,19,1,0,0,0,,6,A,0,3,-4,6,A,-3,3,10,0,cleanP1_1718,
214,P1,2018-02-26,Sp Braga,Tondela,1,0,H,0,0,D,16,6,11,2,9,4,12,12,3,2,0,0,,0,H,3,0,1,1,D,0,0,30,20,cleanP1_1718,
215,P1,2018-02-26,Sp Lisbon,Moreirense,1,0,H,0,0,D,13,8,7,3,4,5,15,17,5,4,2,0,,0,H,3,0,1,1,D,0,0,100,40,cleanP1_1718,
216,P1,2018-03-02,Porto,Sp Lisbon,2,1,H,1,1,D,8,11,3,5,7,9,23,10,2,2,0,0,,4,H,3,0,1,3,D,0,2,20,20,cleanP1_1718,
217,P1,2018-03-03,Benfica,Maritimo,5,0,H,4,0,H,14,4,7,1,6,2,10,17,1,3,0,1,,5,H,3,0,5,5,H,4,4,10,55,cleanP1_1718,
218,P1,2018-03-03,Estoril,Sp Braga,0,6,A,0,3,A,13,10,3,6,5,4,14,19,3,1,0,0,,5,A,0,3,-6,6,A,-3,3,30,10,cleanP1_1718,
219,P1,2018-03-03,Feirense,Boavista,3,0,H,1,0,H,14,6,8,5,7,8,21,20,1,2,0,0,,5,H,3,0,3,3,H,1,1,10,20,cleanP1_1718,
223,P1,2018-03-04,Tondela,Chaves,2,0,H,1,0,H,9,12,7,5,4,8,23,14,4,3,0,0,,6,H,3,0,2,2,H,1,1,40,30,cleanP1_1718,
220,P1,2018-03-04,Guimaraes,Belenenses,0,0,D,0,0,D,10,6,6,3,4,5,17,21,3,2,0,0,,6,D,1,1,0,0,D,0,0,30,20,cleanP1_1718,
221,P1,2018-03-04,Moreirense,Pacos Ferreira,2,0,H,1,0,H,10,7,7,6,12,7,15,21,4,3,0,0,,6,H,3,0,2,2,H,1,1,40,30,cleanP1_1718,
222,P1,2018-03-04,Setubal,Rio Ave,1,0,H,0,0,D,7,6,4,2,5,5,21,20,3,2,1,0,,6,H,3,0,1,1,D,0,0,55,20,cleanP1_1718,
224,P1,2018-03-05,Aves,Portimonense,3,0,H,1,0,H,11,9,6,2,3,4,19,13,2,3,0,0,,0,H,3,0,3,3,H,1,1,20,30,cleanP1_1718,
225,P1,2018-03-09,Sp Braga,Moreirense,3,0,H,1,0,H,12,9,4,0,4,15,13,10,1,2,0,0,,4,H,3,0,3,3,H,1,1,10,20,cleanP1_1718,
228,P1,2018-03-10,Rio Ave,Feirense,2,1,H,0,1,A,10,7,6,6,6,3,17,22,3,5,0,0,,5,H,3,0,1,3,A,-1,1,30,50,cleanP1_1718,
226,P1,2018-03-10,Benfica,Aves,2,0,H,0,0,D,12,6,7,1,14,1,14,16,2,4,0,0,,5,H,3,0,2,2,D,0,0,20,40,cleanP1_1718,
227,P1,2018-03-10,Boavista,Estoril,1,0,H,0,0,D,5,7,2,3,4,3,19,19,3,3,0,0,,5,H,3,0,1,1,D,0,0,30,30,cleanP1_1718,
229,P1,2018-03-11,Belenenses,Tondela,0,0,D,0,0,D,8,8,1,2,4,7,16,18,1,1,0,0,,6,D,1,1,0,0,D,0,0,10,10,cleanP1_1718,
230,P1,2018-03-11,Maritimo,Setubal,4,2,H,3,0,H,10,6,8,5,3,3,14,17,3,3,0,0,,6,H,3,0,2,6,H,3,3,30,30,cleanP1_1718,
231,P1,2018-03-11,Pacos Ferreira,Porto,1,0,H,1,0,H,9,9,4,3,3,15,15,21,4,2,0,0,,6,H,3,0,1,1,H,1,1,40,20,cleanP1_1718,
232,P1,2018-03-11,Portimonense,Guimaraes,2,1,H,1,1,D,16,4,6,4,6,5,16,17,3,1,0,1,,6,H,3,0,1,3,D,0,2,30,35,cleanP1_1718,
233,P1,2018-03-12,Chaves,Sp Lisbon,1,2,A,0,0,D,10,10,6,6,9,5,12,15,0,1,0,0,,0,A,0,3,-1,3,D,0,0,0,10,cleanP1_1718,
234,P1,2018-03-16,Setubal,Portimonense,1,1,D,1,1,D,7,5,3,4,5,7,16,21,1,2,0,0,,4,D,1,1,0,2,D,0,2,10,20,cleanP1_1718,
238,P1,2018-03-17,Tondela,Maritimo,1,2,A,1,1,D,6,9,2,8,5,6,17,7,2,1,0,0,,5,A,0,3,-1,3,D,0,2,20,10,cleanP1_1718,
237,P1,2018-03-17,Porto,Boavista,2,0,H,1,0,H,9,4,5,2,10,3,17,11,2,4,0,0,,5,H,3,0,2,2,H,1,1,20,40,cleanP1_1718,
236,P1,2018-03-17,Feirense,Benfica,0,2,A,0,0,D,4,25,1,16,0,9,13,12,4,2,2,0,,5,A,0,3,-2,2,D,0,0,90,20,cleanP1_1718,
235,P1,2018-03-17,Estoril,Pacos Ferreira,1,1,D,1,0,H,10,6,4,4,4,3,15,16,2,5,0,0,,5,D,1,1,0,2,H,1,1,20,50,cleanP1_1718,
239,P1,2018-03-18,Chaves,Sp Braga,1,4,A,0,2,A,11,12,5,8,2,6,11,21,1,1,0,0,,6,A,0,3,-3,5,A,-2,2,10,10,cleanP1_1718,
240,P1,2018-03-18,Guimaraes,Aves,2,1,H,1,1,D,9,10,5,6,2,2,19,21,2,1,0,0,,6,H,3,0,1,3,D,0,2,20,10,cleanP1_1718,
241,P1,2018-03-18,Moreirense,Belenenses,2,1,H,1,0,H,9,5,6,4,9,4,19,11,7,3,0,0,,6,H,3,0,1,3,H,1,1,70,30,cleanP1_1718,
242,P1,2018-03-18,Sp Lisbon,Rio Ave,2,0,H,1,0,H,11,3,6,1,7,1,25,12,3,1,0,0,,6,H,3,0,2,2,H,1,1,30,10,cleanP1_1718,
243,P1,2018-03-29,Aves,Setubal,1,4,A,1,0,H,5,10,2,6,7,3,12,13,0,2,0,0,,3,A,0,3,-3,5,H,1,1,0,20,cleanP1_1718,
246,P1,2018-03-30,Rio Ave,Estoril,2,0,H,2,0,H,9,11,9,5,3,6,25,20,3,2,0,1,,4,H,3,0,2,2,H,2,2,30,45,cleanP1_1718,
245,P1,2018-03-30,Maritimo,Feirense,4,1,H,0,0,D,13,10,10,7,13,3,19,16,1,3,0,0,,4,H,3,0,3,5,D,0,0,10,30,cleanP1_1718,
244,P1,2018-03-30,Boavista,Tondela,1,1,D,1,1,D,7,5,6,3,8,12,12,24,3,4,0,0,,4,D,1,1,0,2,D,0,2,30,40,cleanP1_1718,
247,P1,2018-03-31,Benfica,Guimaraes,2,0,H,1,0,H,13,3,6,2,5,4,9,12,2,3,0,0,,5,H,3,0,2,2,H,1,1,20,30,cleanP1_1718,
248,P1,2018-03-31,Pacos Ferreira,Chaves,2,0,H,1,0,H,6,9,2,3,9,5,15,10,1,0,0,0,,5,H,3,0,2,2,H,1,1,10,0,cleanP1_1718,
249,P1,2018-03-31,Portimonense,Moreirense,4,3,H,0,2,A,8,9,5,7,5,1,10,17,1,5,0,3,,5,H,3,0,1,7,A,-2,2,10,125,cleanP1_1718,
250,P1,2018-03-31,Sp Braga,Sp Lisbon,1,0,H,0,0,D,13,6,6,2,4,4,15,20,3,3,0,1,,5,H,3,0,1,1,D,0,0,30,55,cleanP1_1718,
251,P1,2018-04-02,Belenenses,Porto,2,0,H,1,0,H,4,17,3,8,0,9,10,15,1,3,0,0,,0,H,3,0,2,2,H,1,1,10,30,cleanP1_1718,
252,P1,2018-04-06,Guimaraes,Rio Ave,3,0,H,3,0,H,11,12,6,4,5,7,11,17,0,1,0,0,,4,H,3,0,3,3,H,3,3,0,10,cleanP1_1718,
256,P1,2018-04-07,Tondela,Portimonense,2,2,D,2,1,H,8,12,4,7,3,5,25,8,2,1,0,0,,5,D,1,1,0,4,H,1,3,20,10,cleanP1_1718,
255,P1,2018-04-07,Setubal,Benfica,1,2,A,1,1,D,6,9,2,5,3,5,16,18,2,2,0,0,,5,A,0,3,-1,3,D,0,2,20,20,cleanP1_1718,
254,P1,2018-04-07,Feirense,Sp Braga,2,2,D,0,1,A,15,10,4,4,4,6,20,13,2,5,0,0,,5,D,1,1,0,4,A,-1,1,20,50,cleanP1_1718,
253,P1,2018-04-07,Estoril,Maritimo,1,1,D,1,0,H,13,4,4,2,5,4,15,15,3,5,0,0,,5,D,1,1,0,2,H,1,1,30,50,cleanP1_1718,
257,P1,2018-04-08,Chaves,Belenenses,1,1,D,0,0,D,11,9,3,6,4,5,12,10,2,3,0,0,,6,D,1,1,0,2,D,0,0,20,30,cleanP1_1718,
258,P1,2018-04-08,Porto,Aves,2,0,H,2,0,H,16,4,8,0,7,4,11,22,0,2,0,0,,6,H,3,0,2,2,H,2,2,0,20,cleanP1_1718,
259,P1,2018-04-08,Sp Lisbon,Pacos Ferreira,2,0,H,1,0,H,8,4,5,2,5,4,11,10,1,2,0,0,,6,H,3,0,2,2,H,1,1,10,20,cleanP1_1718,
260,P1,2018-04-09,Moreirense,Boavista,1,0,H,0,0,D,7,5,4,3,7,7,10,20,2,4,0,0,,0,H,3,0,1,1,D,0,0,20,40,cleanP1_1718,
261,P1,2018-04-13,Pacos Ferreira,Sp Braga,1,5,A,0,2,A,6,13,3,10,7,10,4,14,1,4,1,0,,4,A,0,3,-4,6,A,-2,2,35,40,cleanP1_1718,
265,P1,2018-04-14,Portimonense,Estoril,0,1,A,0,1,A,8,9,3,4,7,7,16,15,1,3,0,1,,5,A,0,3,-1,1,A,-1,1,10,55,cleanP1_1718,
264,P1,2018-04-14,Guimaraes,Setubal,1,1,D,1,1,D,5,6,4,1,3,6,22,18,2,3,0,0,,5,D,1,1,0,2,D,0,2,20,30,cleanP1_1718,
263,P1,2018-04-14,Boavista,Chaves,3,3,D,2,1,H,12,8,5,4,4,2,22,14,4,2,0,0,,5,D,1,1,0,6,H,1,3,40,20,cleanP1_1718,
262,P1,2018-04-14,Aves,Feirense,1,0,H,1,0,H,4,7,2,1,5,6,18,21,4,2,0,0,,5,H,3,0,1,1,H,1,1,40,20,cleanP1_1718,
266,P1,2018-04-15,Belenenses,Sp Lisbon,3,4,A,1,3,A,9,10,6,6,3,4,14,16,3,6,2,0,,6,A,0,3,-1,7,A,-2,4,80,60,cleanP1_1718,
267,P1,2018-04-15,Benfica,Porto,0,1,A,0,0,D,5,6,2,2,7,3,19,15,2,5,0,0,,6,A,0,3,-1,1,D,0,0,20,50,cleanP1_1718,
268,P1,2018-04-15,Maritimo,Moreirense,1,1,D,0,0,D,10,4,5,1,5,3,10,16,2,2,0,0,,6,D,1,1,0,2,D,0,0,20,20,cleanP1_1718,
269,P1,2018-04-16,Rio Ave,Tondela,1,1,D,1,0,H,8,6,3,4,9,5,11,28,3,2,0,0,,0,D,1,1,0,2,H,1,1,30,20,cleanP1_1718,
270,P1,2018-04-20,Sp Braga,Maritimo,2,0,H,0,0,D,11,3,4,2,9,8,17,14,2,3,0,0,,4,H,3,0,2,2,D,0,0,20,30,cleanP1_1718,
271,P1,2018-04-21,Estoril,Benfica,1,2,A,0,1,A,7,10,3,7,3,3,14,13,4,3,0,0,,5,A,0,3,-1,3,A,-1,1,40,30,cleanP1_1718,
272,P1,2018-04-21,Feirense,Guimaraes,2,1,H,1,1,D,13,9,7,3,5,4,21,18,2,3,0,0,,5,H,3,0,1,3,D,0,2,20,30,cleanP1_1718,
273,P1,2018-04-21,Pacos Ferreira,Belenenses,1,1,D,1,0,H,10,7,4,3,6,3,9,11,2,1,1,0,,5,D,1,1,0,2,H,1,1,45,10,cleanP1_1718,
274,P1,2018-04-22,Chaves,Portimonense,2,1,H,0,0,D,13,13,9,7,11,4,10,13,1,1,0,0,,6,H,3,0,1,3,D,0,0,10,10,cleanP1_1718,
275,P1,2018-04-22,Moreirense,Rio Ave,2,1,H,1,1,D,8,12,5,4,4,14,20,12,3,2,0,0,,6,H,3,0,1,3,D,0,2,30,20,cleanP1_1718,
276,P1,2018-04-22,Sp Lisbon,Boavista,1,0,H,1,0,H,13,1,8,0,9,3,18,20,1,5,0,0,,6,H,3,0,1,1,H,1,1,10,50,cleanP1_1718,
277,P1,2018-04-22,Tondela,Aves,3,0,H,0,0,D,5,9,4,4,5,10,16,7,0,1,0,0,,6,H,3,0,3,3,D,0,0,0,10,cleanP1_1718,
278,P1,2018-04-23,Porto,Setubal,5,1,H,4,1,H,6,7,5,3,3,3,21,13,2,1,0,0,,0,H,3,0,4,6,H,3,5,20,10,cleanP1_1718,
279,P1,2018-04-27,Guimaraes,Moreirense,1,0,H,0,0,D,10,2,3,2,2,3,13,10,0,0,0,0,,4,H,3,0,1,1,D,0,0,0,0,cleanP1_1718,
281,P1,2018-04-28,Portimonense,Sp Lisbon,1,2,A,1,1,D,8,14,4,7,4,5,17,11,0,1,0,0,,5,A,0,3,-1,3,D,0,2,0,10,cleanP1_1718,
282,P1,2018-04-28,Setubal,Feirense,0,2,A,0,0,D,9,7,3,4,6,4,12,24,2,2,0,0,,5,A,0,3,-2,2,D,0,0,20,20,cleanP1_1718,
280,P1,2018-04-28,Benfica,Tondela,2,3,A,1,2,A,15,3,8,3,14,0,16,14,2,3,0,0,,5,A,0,3,-1,5,A,-1,3,20,30,cleanP1_1718,
283,P1,2018-04-29,Belenenses,Sp Braga,0,1,A,0,0,D,8,14,2,7,5,5,11,9,1,2,0,0,,6,A,0,3,-1,1,D,0,0,10,20,cleanP1_1718,
284,P1,2018-04-29,Boavista,Pacos Ferreira,1,0,H,0,0,D,7,2,3,1,1,7,19,18,2,3,0,0,,6,H,3,0,1,1,D,0,0,20,30,cleanP1_1718,
285,P1,2018-04-29,Maritimo,Porto,0,1,A,0,0,D,2,12,1,6,3,7,18,18,3,3,2,0,,6,A,0,3,-1,1,D,0,0,80,30,cleanP1_1718,
286,P1,2018-04-29,Rio Ave,Chaves,2,1,H,0,0,D,10,4,5,2,1,6,22,21,7,4,0,2,,6,H,3,0,1,3,D,0,0,70,90,cleanP1_1718,
287,P1,2018-04-30,Aves,Estoril,1,0,H,0,0,D,5,8,3,3,7,7,13,16,3,3,0,0,,0,H,3,0,1,1,D,0,0,30,30,cleanP1_1718,
288,P1,2018-05-04,Sp Braga,Boavista,1,1,D,0,1,A,11,11,6,2,6,3,13,13,1,3,0,1,,4,D,1,1,0,2,A,-1,1,10,55,cleanP1_1718,
290,P1,2018-05-05,Sp Lisbon,Benfica,0,0,D,0,0,D,5,5,1,1,8,3,16,17,3,1,0,0,,5,D,1,1,0,0,D,0,0,30,10,cleanP1_1718,
289,P1,2018-05-05,Belenenses,Portimonense,3,2,H,1,2,A,8,10,6,5,4,5,13,21,1,4,0,0,,5,H,3,0,1,5,A,-1,3,10,40,cleanP1_1718,
291,P1,2018-05-05,Tondela,Guimaraes,1,4,A,1,2,A,8,7,2,4,2,4,10,13,1,2,0,0,,5,A,0,3,-3,5,A,-1,3,10,20,cleanP1_1718,
